sample_index_in_test,global_index,active_count,active_count_interval,field_rmse_pa,field_mae_pa,field_r2,roi_curve_rmse_pa,roi_curve_mae_pa,high_response_rmse_pa,true_peak_pa,true_peak_freq_mhz,true_center_6db_mhz,true_bandwidth_6db_mhz,true_fbw_6db,pred_peak_pa,abs_err_peak_pa,pred_peak_freq_mhz,abs_err_peak_freq_mhz,pred_center_6db_mhz,abs_err_center_6db_mhz,pred_bandwidth_6db_mhz,abs_err_bandwidth_6db_mhz,pred_fbw_6db,abs_err_fbw_6db
1102,9158,2072,1679-2092,1389.4213355522952,353.90160853211773,0.9973867641143299,1221.4091164480676,426.9261633831522,4099.755726146713,192054.859375,3.55,3.775,0.4500000000000002,0.11920529801324509,193753.484375,1698.625,3.55,0.0,3.775,0.0,0.4500000000000002,0.0,0.11920529801324509,0.0
1103,9619,2055,1679-2092,1707.389771951567,389.3577467776091,0.9961140243264225,1201.5264632270055,304.3736094599185,4993.28477930161,190178.984375,3.55,3.775,0.4500000000000002,0.11920529801324509,190211.15625,32.171875,3.55,0.0,3.775,0.0,0.4500000000000002,0.0,0.11920529801324509,0.0
1104,8050,1395,1268-1678,619.0077481467954,247.18118433904232,0.9989444247206459,625.0777325315656,246.14517875339675,1804.7551376449246,125602.3828125,3.55,3.775,0.4500000000000002,0.11920529801324509,128345.2421875,2742.859375,3.55,0.0,3.775,0.0,0.4500000000000002,0.0,0.11920529801324509,0.0
1105,8882,1759,1679-2092,852.0263410410919,253.83487660761296,0.9987508151752926,1187.3215491380065,349.1442234205163,2573.620023760681,163794.5625,3.55,3.775,0.4500000000000002,0.11920529801324509,164673.0625,878.5,3.55,0.0,3.775,0.0,0.4500000000000002,0.0,0.11920529801324509,0.0
1106,667,10,0-100,94.92047769734808,48.05345621810115,0.04872221031501722,37.778809710168765,22.383002944614578,198.8029835768188,630.7301025390625,3.55,3.825,1.35,0.35294117647058826,772.1076049804688,141.37750244140625,3.55,0.0,3.825,0.0,1.35,0.0,0.35294117647058826,0.0
1107,7890,534,428-848,283.5683333017508,128.62000733834972,0.9979969564988754,243.77671370845388,121.79158086362092,672.0551626938005,39869.44140625,3.55,3.825,1.35,0.35294117647058826,40043.3515625,173.91015625,3.55,0.0,3.575,0.25,0.8500000000000001,0.5,0.2377622377622378,0.11517893870835047
1108,287,1646,1268-1678,437.9248000107392,180.7705514072584,0.9996179968355628,595.6936762378442,190.84104322350544,1219.8993298900298,154218.90625,3.55,3.775,0.4500000000000002,0.11920529801324509,154159.59375,59.3125,3.55,0.0,3.775,0.0,0.4500000000000002,0.0,0.11920529801324509,0.0
1109,9875,375,280-427,220.82126708935317,104.87091034950588,0.9974341225274307,127.21283093895711,73.3234332540761,501.3382514933816,27230.150390625,3.55,3.825,1.35,0.35294117647058826,26944.109375,286.041015625,3.55,0.0,3.825,0.0,1.35,0.0,0.35294117647058826,0.0
1110,2215,1451,1268-1678,740.6350025709079,257.04930565450917,0.9986866317936687,1241.5849910243828,369.3130201256794,2231.9130109725684,140378.078125,3.55,3.775,0.4500000000000002,0.11920529801324509,134510.265625,5867.8125,3.55,0.0,3.775,0.0,0.4500000000000002,0.0,0.11920529801324509,0.0
1111,8352,1941,1679-2092,500.2113531865798,181.28300051083772,0.9996221942187056,483.04431731611174,201.35598887567934,1277.4887485447728,180183.953125,3.55,3.775,0.4500000000000002,0.11920529801324509,180802.78125,618.828125,3.55,0.0,3.775,0.0,0.4500000000000002,0.0,0.11920529801324509,0.0
1112,6755,918,849-1267,447.46377960339885,167.33803052739682,0.9985890415898894,578.116968367678,216.717529296875,1262.4549490492582,76507.421875,3.55,3.575,0.8500000000000001,0.2377622377622378,78826.3984375,2318.9765625,3.55,0.0,3.775,0.19999999999999973,0.4500000000000002,0.3999999999999999,0.11920529801324509,0.1185569397489927
1113,9750,1832,1679-2092,596.0148293777764,202.39204158696714,0.9994022651841865,734.0034039724037,275.21144701086956,1756.7899802355955,169561.5,3.55,3.775,0.4500000000000002,0.11920529801324509,171023.546875,1462.046875,3.55,0.0,3.775,0.0,0.4500000000000002,0.0,0.11920529801324509,0.0
1114,6333,2280,2093-2500,380.16038604686383,140.26779175667141,0.9998290742669332,399.29675572785965,158.02431852921197,1005.7013586298458,205687.5625,3.55,3.775,0.4500000000000002,0.11920529801324509,206325.734375,638.171875,3.55,0.0,3.775,0.0,0.4500000000000002,0.0,0.11920529801324509,0.0
1115,8250,2422,2093-2500,559.2315240710518,146.72981128991168,0.9996510273662823,510.81592938217835,157.00163468070653,1470.489903175988,214344.875,3.55,3.775,0.4500000000000002,0.11920529801324509,214939.34375,594.46875,3.55,0.0,3.775,0.0,0.4500000000000002,0.0,0.11920529801324509,0.0
1116,4558,1615,1268-1678,345.90653711420003,162.02276104736328,0.9997555139538281,332.6314696661137,177.8240276834239,891.0643341511479,151508.859375,3.55,3.775,0.4500000000000002,0.11920529801324509,150265.296875,1243.5625,3.55,0.0,3.775,0.0,0.4500000000000002,0.0,0.11920529801324509,0.0
1117,3796,900,849-1267,672.8423172139228,258.4760793165124,0.996746058382695,765.9359641756155,311.83489194123644,1928.0019747845613,74988.1640625,4.0,3.775,0.4500000000000002,0.11920529801324509,76813.96875,1825.8046875,3.55,0.4500000000000002,3.775,0.0,0.4500000000000002,0.0,0.11920529801324509,0.0
1118,7066,273,160-279,188.54687840179332,82.90314767386396,0.9960216372931593,235.05037844577103,88.45010110606317,470.9791260493687,18633.728515625,4.0,3.825,1.35,0.35294117647058826,17855.53125,778.197265625,3.55,0.4500000000000002,3.825,0.0,1.35,0.0,0.35294117647058826,0.0
1119,9541,184,160-279,155.1857022334922,67.60626123518736,0.9937214992133145,110.3595255864756,46.27065774668818,354.5502232670523,12014.3037109375,4.0,3.825,1.35,0.35294117647058826,11951.646484375,62.6572265625,3.55,0.4500000000000002,3.825,0.0,1.35,0.0,0.35294117647058826,0.0
1120,261,1599,1268-1678,538.8318131391025,220.44192818231997,0.9993830516313131,792.3076945138172,272.2811226222826,1537.657539242576,149677.59375,3.55,3.775,0.4500000000000002,0.11920529801324509,149512.1875,165.40625,3.55,0.0,3.775,0.0,0.4500000000000002,0.0,0.11920529801324509,0.0
1121,8382,201,160-279,164.69515246300324,71.22319008956578,0.9940848677467702,125.40919163361636,57.83617500636888,380.47675791392226,12919.9462890625,4.0,3.825,1.35,0.35294117647058826,12981.0400390625,61.09375,3.55,0.4500000000000002,3.825,0.0,1.35,0.0,0.35294117647058826,0.0
1122,764,132,101-159,131.3686445475547,67.5446531400183,0.9904559296571653,74.9107173998379,44.660486635954484,235.45499137897963,8286.744140625,3.55,3.825,1.35,0.35294117647058826,8151.962890625,134.78125,3.55,0.0,3.825,0.0,1.35,0.0,0.35294117647058826,0.0
1123,6705,2208,2093-2500,828.2353851591022,238.19140919156283,0.9991440382893724,1049.6357775006675,297.3570078974185,2288.524079508044,199936.515625,3.55,3.775,0.4500000000000002,0.11920529801324509,199687.65625,248.859375,3.55,0.0,3.775,0.0,0.4500000000000002,0.0,0.11920529801324509,0.0
1124,8651,795,428-848,644.7564448111505,233.33395588810134,0.9958358321527541,951.2202471685498,319.3890805451766,1914.9187080834288,61889.78125,4.0,3.575,0.8500000000000001,0.2377622377622378,66211.6875,4321.90625,3.55,0.4500000000000002,3.575,0.0,0.8500000000000001,0.0,0.2377622377622378,0.0
1125,7378,1350,1268-1678,423.11959219088465,179.13341951506243,0.9994971010873782,541.5193193194297,213.47536302649456,1169.3344829927007,123604.671875,3.55,3.775,0.4500000000000002,0.11920529801324509,124049.796875,445.125,3.55,0.0,3.775,0.0,0.4500000000000002,0.0,0.11920529801324509,0.0
1126,3797,938,849-1267,651.0609984705324,243.45143961022418,0.9973571316835783,833.1990470024576,315.4074600883152,1875.3447352687976,84497.703125,3.55,3.775,0.4500000000000002,0.11920529801324509,81363.9375,3133.765625,3.55,0.0,3.775,0.0,0.4500000000000002,0.0,0.11920529801324509,0.0
1127,2685,2488,2093-2500,163.9190384053383,72.54051422066067,0.9999711478566717,265.5724418010224,115.35722019361413,443.0979510256062,218065.0625,3.55,3.775,0.4500000000000002,0.11920529801324509,218428.65625,363.59375,3.55,0.0,3.775,0.0,0.4500000000000002,0.0,0.11920529801324509,0.0
1128,503,633,428-848,562.3386981399391,213.3579776804385,0.9950043691052551,721.4407629116575,279.20704451851225,1633.0888432394715,51658.38671875,4.0,3.775,0.4500000000000002,0.11920529801324509,49943.24609375,1715.140625,3.55,0.4500000000000002,3.575,0.19999999999999973,0.8500000000000001,0.3999999999999999,0.2377622377622378,0.1185569397489927
1129,1259,496,428-848,287.92274336541084,121.8119192660456,0.9976986000030746,233.30853104887117,113.57383927055027,752.2900267760202,38559.984375,4.0,3.575,0.8500000000000001,0.2377622377622378,37743.85546875,816.12890625,4.0,0.0,3.575,0.0,0.8500000000000001,0.0,0.2377622377622378,0.0
1130,1023,1908,1679-2092,408.64060280259184,159.90345736641262,0.9997380658868162,180.52299881112612,97.61867357336956,1031.205471880705,176779.984375,3.55,3.775,0.4500000000000002,0.11920529801324509,177495.09375,715.109375,3.55,0.0,3.775,0.0,0.4500000000000002,0.0,0.11920529801324509,0.0
1131,6424,279,160-279,263.9523386410802,111.10638184015025,0.9918321267988712,280.96528797622665,126.38881915548573,629.1941716595028,18107.650390625,3.55,3.825,1.35,0.35294117647058826,18568.916015625,461.265625,3.55,0.0,3.825,0.0,1.35,0.0,0.35294117647058826,0.0
1132,7210,2132,2093-2500,859.2754943334998,242.0483036382924,0.9990735636274475,1491.9747606031483,407.7382069463315,2566.9383692343554,197607.21875,3.55,3.775,0.4500000000000002,0.11920529801324509,196084.78125,1522.4375,3.55,0.0,3.775,0.0,0.4500000000000002,0.0,0.11920529801324509,0.0
1133,6243,1079,849-1267,436.25709453952845,198.29157248243249,0.9991251891973051,588.5803242587988,246.1693645974864,1199.455630021012,91378.203125,3.55,3.575,0.8500000000000001,0.2377622377622378,93432.828125,2054.625,3.55,0.0,3.775,0.19999999999999973,0.4500000000000002,0.3999999999999999,0.11920529801324509,0.1185569397489927
1134,314,618,428-848,445.53169398016087,171.75507195036516,0.9965107322830407,742.124880748033,289.3354147206182,1312.827715395843,48677.78515625,4.0,3.575,0.8500000000000001,0.2377622377622378,47251.9609375,1425.82421875,3.55,0.4500000000000002,3.575,0.0,0.8500000000000001,0.0,0.2377622377622378,0.0
1135,5413,879,849-1267,813.4605607281661,292.0467898521755,0.9950201118303947,1217.6049363886393,423.9514266304348,2428.54517205401,72891.6640625,4.0,3.575,0.8500000000000001,0.2377622377622378,74561.2265625,1669.5625,3.55,0.4500000000000002,3.775,0.19999999999999973,0.4500000000000002,0.3999999999999999,0.11920529801324509,0.1185569397489927
1136,886,650,428-848,405.04856752988024,171.4302085483717,0.9973581222455626,406.1719343948117,147.68778659986413,1046.415318677999,49311.41015625,3.55,3.575,0.8500000000000001,0.2377622377622378,51132.06640625,1820.65625,3.55,0.0,3.575,0.0,0.8500000000000001,0.0,0.2377622377622378,0.0
1137,3610,2244,2093-2500,1834.245950699769,422.1860226206904,0.9961410220454201,3192.076529616561,760.7966733186141,5672.058762771056,204859.875,3.55,3.775,0.4500000000000002,0.11920529801324509,203888.453125,971.421875,3.55,0.0,3.775,0.0,0.4500000000000002,0.0,0.11920529801324509,0.0
1138,2903,1844,1679-2092,927.0302618172906,279.79618097401493,0.9986489199371532,1436.779597684832,403.3182319972826,2816.7249186897247,172114.84375,3.55,3.775,0.4500000000000002,0.11920529801324509,173059.59375,944.75,3.55,0.0,3.775,0.0,0.4500000000000002,0.0,0.11920529801324509,0.0
1139,2226,1118,849-1267,563.0116055331046,238.38724214888862,0.9985539129921854,561.2522745416915,235.45824133831522,1578.9089343478333,96490.3515625,3.55,3.775,0.4500000000000002,0.11920529801324509,98901.5,2411.1484375,3.55,0.0,3.775,0.0,0.4500000000000002,0.0,0.11920529801324509,0.0
1140,1540,1022,849-1267,548.7818657149119,203.34128993158754,0.9983199659721498,699.6488608722477,228.55546238111413,1591.553921102499,86273.9296875,3.55,3.775,0.4500000000000002,0.11920529801324509,89536.640625,3262.7109375,3.55,0.0,3.775,0.0,0.4500000000000002,0.0,0.11920529801324509,0.0
1141,5905,1173,849-1267,626.5401768355271,249.06495270889945,0.9984254541518611,1033.1480562837671,420.00383725373644,1875.3843395472077,101053.8984375,3.55,3.775,0.4500000000000002,0.11920529801324509,104646.4375,3592.5390625,3.55,0.0,3.775,0.0,0.4500000000000002,0.0,0.11920529801324509,0.0
1142,4462,528,428-848,306.63509007511664,129.49514395526387,0.9977922282908558,321.5039062805959,139.07886803668478,833.815987284903,41385.36328125,3.55,3.575,0.8500000000000001,0.2377622377622378,40053.76171875,1331.6015625,3.55,0.0,3.575,0.0,0.8500000000000001,0.0,0.2377622377622378,0.0
1143,9445,166,160-279,174.57892609511327,77.5749959184232,0.990959628402973,210.48438894059836,81.20313296110734,456.7850710575015,10680.6328125,4.0,3.825,1.35,0.35294117647058826,9934.482421875,746.150390625,3.55,0.4500000000000002,3.825,0.0,1.35,0.0,0.35294117647058826,0.0
1144,9569,1550,1268-1678,460.573911031629,191.44330040336277,0.999539939784296,530.649280801122,206.4075980808424,1266.6636535216705,145913.5625,3.55,3.775,0.4500000000000002,0.11920529801324509,143638.5625,2275.0,3.55,0.0,3.775,0.0,0.4500000000000002,0.0,0.11920529801324509,0.0
1145,1732,1610,1268-1678,577.0916300707703,222.09581177633535,0.9993263455162843,287.85371464844627,140.31880519701087,1555.5458270983852,151551.84375,3.55,3.775,0.4500000000000002,0.11920529801324509,151290.921875,260.921875,3.55,0.0,3.775,0.0,0.4500000000000002,0.0,0.11920529801324509,0.0
1146,1836,1427,1268-1678,645.0793122532859,250.30263830407185,0.9989273426732864,1062.6450562850082,384.27864937160325,1927.0945967676216,127243.6796875,3.55,3.775,0.4500000000000002,0.11920529801324509,131297.1875,4053.5078125,3.55,0.0,3.775,0.0,0.4500000000000002,0.0,0.11920529801324509,0.0
1147,7759,1398,1268-1678,541.6243921307852,224.00803211696459,0.9992039355556612,529.6625498035966,187.02177097486413,1484.568189501163,126142.1484375,3.55,3.775,0.4500000000000002,0.11920529801324509,128572.296875,2430.1484375,3.55,0.0,3.775,0.0,0.4500000000000002,0.0,0.11920529801324509,0.0
1148,8053,801,428-848,723.3415551098908,247.75474788891336,0.9955951044011685,861.7536690795458,272.5243556810462,2135.064691719678,69915.3046875,3.55,3.775,0.4500000000000002,0.11920529801324509,65971.1875,3944.1171875,3.55,0.0,3.575,0.19999999999999973,0.8500000000000001,0.3999999999999999,0.2377622377622378,0.1185569397489927
1149,2607,935,849-1267,553.320291558595,214.77082770080565,0.9980208066472185,829.7021190716234,299.09971021569294,1627.153051282316,82883.203125,3.55,3.775,0.4500000000000002,0.11920529801324509,81050.7578125,1832.4453125,3.55,0.0,3.775,0.0,0.4500000000000002,0.0,0.11920529801324509,0.0
1150,8867,1686,1679-2092,432.94068081930436,184.30301161844005,0.9996440821826743,376.35403982718003,176.96541694972825,1167.4013096520755,158046.21875,3.55,3.775,0.4500000000000002,0.11920529801324509,157236.40625,809.8125,3.55,0.0,3.775,0.0,0.4500000000000002,0.0,0.11920529801324509,0.0
1151,2407,175,160-279,129.48819269752818,60.60353060526641,0.9947205908049843,59.75813227519126,34.078245743461274,228.90152292185857,10978.3359375,4.0,3.825,1.35,0.35294117647058826,11103.9091796875,125.5732421875,3.55,0.4500000000000002,3.825,0.0,1.35,0.0,0.35294117647058826,0.0
1152,7784,458,428-848,305.439720878096,123.42364768265433,0.9965742177717392,375.24478183253075,144.08975352411684,778.4062218827814,32579.009765625,4.0,3.825,1.35,0.35294117647058826,33476.23046875,897.220703125,3.55,0.4500000000000002,3.575,0.25,0.8500000000000001,0.5,0.2377622377622378,0.11517893870835047
1153,8630,1431,1268-1678,374.9503022179943,175.20718425982932,0.9996476045846765,403.8548094542391,209.62283457880434,1009.25837070762,132715.796875,3.55,3.775,0.4500000000000002,0.11920529801324509,133170.546875,454.75,3.55,0.0,3.775,0.0,0.4500000000000002,0.0,0.11920529801324509,0.0
1154,9789,524,428-848,261.1925902937462,119.91174403938625,0.9982711105342685,367.263216471664,132.24338166610053,669.7405873283524,40213.36328125,3.55,3.575,0.8500000000000001,0.2377622377622378,38543.73046875,1669.6328125,3.55,0.0,3.575,0.0,0.8500000000000001,0.0,0.2377622377622378,0.0
1155,7482,443,428-848,256.87731264655395,111.97557240520975,0.9974028084312161,113.35076286020107,63.25166121773098,512.7984921033565,31713.982421875,3.55,3.575,0.8500000000000001,0.2377622377622378,31784.5390625,70.556640625,3.55,0.0,3.825,0.25,1.35,0.5,0.35294117647058826,0.11517893870835047
1156,2248,1177,849-1267,635.3765772805151,250.0225843179454,0.9984634789348023,900.6433251226447,338.01052458389944,1864.9623747467667,107697.640625,3.55,3.775,0.4500000000000002,0.11920529801324509,103919.8203125,3777.8203125,3.55,0.0,3.775,0.0,0.4500000000000002,0.0,0.11920529801324509,0.0
1157,4054,187,160-279,176.20585340904498,77.65520983746156,0.9901790562394339,293.28020776966224,115.08820774244225,465.0781135312745,10689.2451171875,4.0,3.825,1.35,0.35294117647058826,11815.40234375,1126.1572265625,3.55,0.4500000000000002,3.825,0.0,1.35,0.0,0.35294117647058826,0.0
1158,9467,366,280-427,233.71081046545888,101.02712716910321,0.9967185258208577,284.5416440039818,105.70350978685462,518.8426277182202,26344.380859375,3.55,3.825,1.35,0.35294117647058826,25216.46484375,1127.916015625,3.55,0.0,3.825,0.0,1.35,0.0,0.35294117647058826,0.0
1159,805,547,428-848,325.48892702062466,140.1598140966001,0.997590479450973,129.4197614486423,70.75174613620923,763.7963244176037,41230.0703125,3.55,3.575,0.8500000000000001,0.2377622377622378,41427.5546875,197.484375,3.55,0.0,3.575,0.0,0.8500000000000001,0.0,0.2377622377622378,0.0
1160,4842,1994,1679-2092,3789.7271489535733,867.8449993061895,0.9816454030742005,3542.6731024818046,810.9049019191576,11719.249409537957,185042.59375,3.55,3.775,0.4500000000000002,0.11920529801324509,185026.3125,16.28125,3.55,0.0,3.775,0.0,0.4500000000000002,0.0,0.11920529801324509,0.0
1161,7883,274,160-279,172.2739052626695,82.11158229267286,0.9962564420075751,153.3044097511577,69.64312611455503,317.7345435944467,17720.310546875,4.0,3.825,1.35,0.35294117647058826,17779.83984375,59.529296875,3.55,0.4500000000000002,3.825,0.0,1.35,0.0,0.35294117647058826,0.0
1162,8615,1369,1268-1678,1047.2961514882688,313.23989853489087,0.9970884602261719,1734.2827437911606,446.4285411005435,3224.065554073324,133572.1875,3.55,3.775,0.4500000000000002,0.11920529801324509,125283.546875,8288.640625,3.55,0.0,3.775,0.0,0.4500000000000002,0.0,0.11920529801324509,0.0
1163,8310,562,428-848,309.04113670729066,131.35103544828996,0.9978602910057786,235.42053865462344,107.22389552904212,709.7247688380692,42091.50390625,3.55,3.575,0.8500000000000001,0.2377622377622378,42404.91015625,313.40625,3.55,0.0,3.575,0.0,0.8500000000000001,0.0,0.2377622377622378,0.0
1164,7505,274,160-279,203.7959150624392,87.51022739828359,0.9956771135489231,204.24775783566264,77.44420590608016,524.924611821773,19268.47265625,3.55,3.825,1.35,0.35294117647058826,18465.4609375,803.01171875,4.0,0.4500000000000002,3.825,0.0,1.35,0.0,0.35294117647058826,0.0
1165,5649,1492,1268-1678,435.0223618337504,180.61033715143617,0.9995469418031098,461.69434615010766,185.12143342391303,1188.7397911183577,139444.15625,3.55,3.775,0.4500000000000002,0.11920529801324509,138718.65625,725.5,3.55,0.0,3.775,0.0,0.4500000000000002,0.0,0.11920529801324509,0.0
1166,3129,1498,1268-1678,576.325009055202,242.75514796222188,0.9992382958447756,746.1807419803796,342.37152895720106,1644.0666942213404,142441.734375,3.55,3.775,0.4500000000000002,0.11920529801324509,139687.515625,2754.21875,3.55,0.0,3.775,0.0,0.4500000000000002,0.0,0.11920529801324509,0.0
1167,3750,2025,1679-2092,449.49870997405804,158.8411581057341,0.9997167930102246,513.5914097482346,187.9669879415761,1177.5895320049656,187388.953125,3.55,3.775,0.4500000000000002,0.11920529801324509,187743.640625,354.6875,3.55,0.0,3.775,0.0,0.4500000000000002,0.0,0.11920529801324509,0.0
1168,2263,1034,849-1267,396.4453505560161,171.27088775793987,0.9991734764428393,387.2249282898375,170.95126210088316,1086.9274516720304,90618.859375,3.55,3.775,0.4500000000000002,0.11920529801324509,91462.9765625,844.1171875,3.55,0.0,3.775,0.0,0.4500000000000002,0.0,0.11920529801324509,0.0
1169,1885,665,428-848,371.6667012150361,160.8787517967224,0.9979600428775669,614.0319236118767,258.70366635529894,1024.2119323322133,52067.23046875,4.0,3.575,0.8500000000000001,0.2377622377622378,50532.21484375,1535.015625,3.55,0.4500000000000002,3.575,0.0,0.8500000000000001,0.0,0.2377622377622378,0.0
1170,3502,2186,2093-2500,607.0977584869942,196.53167369835896,0.9995467924353446,758.0481670013259,230.1629691745924,1764.6949168568199,200598.015625,3.55,3.775,0.4500000000000002,0.11920529801324509,200338.578125,259.4375,3.55,0.0,3.775,0.0,0.4500000000000002,0.0,0.11920529801324509,0.0
1171,6157,1778,1679-2092,348.4942323130746,150.10973948994513,0.99978840446728,358.8044408113737,137.98922596807066,925.9793237802357,167000.265625,3.55,3.775,0.4500000000000002,0.11920529801324509,167163.296875,163.03125,3.55,0.0,3.775,0.0,0.4500000000000002,0.0,0.11920529801324509,0.0
1172,9406,2117,2093-2500,488.5535017044092,172.7675578302798,0.9996878111292832,286.5188796887899,128.14310886548913,1255.7525154110647,194857.6875,3.55,3.775,0.4500000000000002,0.11920529801324509,195146.203125,288.515625,3.55,0.0,3.775,0.0,0.4500000000000002,0.0,0.11920529801324509,0.0
1173,9486,1824,1679-2092,477.3338755671346,186.96128661897077,0.9996168417808542,525.6745315223418,219.60472571331522,1165.0954563116466,168525.203125,3.55,3.775,0.4500000000000002,0.11920529801324509,170531.546875,2006.34375,3.55,0.0,3.775,0.0,0.4500000000000002,0.0,0.11920529801324509,0.0
1174,3949,1919,1679-2092,319.89927115993174,135.32741638103982,0.9998434856676174,176.00138336552246,99.37561565896739,772.9277984508611,178577.8125,3.55,3.775,0.4500000000000002,0.11920529801324509,178698.5625,120.75,3.55,0.0,3.775,0.0,0.4500000000000002,0.0,0.11920529801324509,0.0
1175,446,940,849-1267,472.8383098692391,191.40430871422808,0.9986448149484758,626.4195875999103,236.78580375339675,1250.534722868318,84557.7890625,3.55,3.775,0.4500000000000002,0.11920529801324509,81752.796875,2804.9921875,3.55,0.0,3.775,0.0,0.4500000000000002,0.0,0.11920529801324509,0.0
1176,781,422,280-427,255.4580153296038,114.91908044811747,0.9973232954108252,224.8830775412756,105.4667039954144,561.2936462761339,31015.45703125,3.55,3.825,1.35,0.35294117647058826,30615.845703125,399.611328125,4.0,0.4500000000000002,3.825,0.0,1.35,0.0,0.35294117647058826,0.0
1177,2423,2104,2093-2500,399.2587834716326,148.32034166949728,0.9997868480993412,374.2789321042894,149.94826341711956,884.2665128968124,194152.625,3.55,3.775,0.4500000000000002,0.11920529801324509,192693.84375,1458.78125,3.55,0.0,3.775,0.0,0.4500000000000002,0.0,0.11920529801324509,0.0
1178,2686,1658,1268-1678,454.48607840767744,173.605827015487,0.9995901353780441,405.38694224065097,175.06033457880434,1189.3128205361952,153663.9375,3.55,3.775,0.4500000000000002,0.11920529801324509,154795.40625,1131.46875,3.55,0.0,3.775,0.0,0.4500000000000002,0.0,0.11920529801324509,0.0
1179,6107,173,160-279,137.2495073631035,65.70013381666101,0.9941558007529441,134.7437285703075,65.55287104067595,291.07621268462975,10923.79296875,4.0,3.825,1.35,0.35294117647058826,11285.568359375,361.775390625,3.55,0.4500000000000002,3.825,0.0,1.35,0.0,0.35294117647058826,0.0
1180,9154,2311,2093-2500,473.61188104269365,154.47336689453124,0.9997345166138859,730.9766072641871,203.49495796535325,1299.788702428125,208431.59375,3.55,3.775,0.4500000000000002,0.11920529801324509,208089.34375,342.25,3.55,0.0,3.775,0.0,0.4500000000000002,0.0,0.11920529801324509,0.0
1181,7191,497,428-848,387.408222971243,154.53309117322175,0.9958507030131691,379.0957103330909,144.4505615234375,1058.8048256990885,37224.125,3.55,3.575,0.8500000000000001,0.2377622377622378,36054.140625,1169.984375,4.0,0.4500000000000002,3.825,0.25,1.35,0.5,0.35294117647058826,0.11517893870835047
1182,2239,1651,1268-1678,417.3829864690705,184.75851057288128,0.9996514253461253,415.68774880016537,180.71891983695653,1135.5002383791045,153560.625,3.55,3.775,0.4500000000000002,0.11920529801324509,154068.78125,508.15625,3.55,0.0,3.775,0.0,0.4500000000000002,0.0,0.11920529801324509,0.0
1183,3577,2330,2093-2500,267.0051726585187,107.37443930027175,0.9999175066436454,255.27011537806519,74.61686905570652,666.2794645326386,209472.1875,3.55,3.775,0.4500000000000002,0.11920529801324509,209383.640625,88.546875,3.55,0.0,3.775,0.0,0.4500000000000002,0.0,0.11920529801324509,0.0
1184,9877,266,160-279,226.5777210245838,100.84114609968766,0.9939206072030211,328.05242401186365,111.06101658033288,584.9132642725082,18512.541015625,3.55,3.825,1.35,0.35294117647058826,17020.4296875,1492.111328125,4.0,0.4500000000000002,3.825,0.0,1.35,0.0,0.35294117647058826,0.0
1185,277,1017,849-1267,485.9412290498099,187.11163839031718,0.9987123678466556,705.4632580237991,263.5756782863451,1434.5627774988347,84968.75,3.55,3.775,0.4500000000000002,0.11920529801324509,87707.7734375,2739.0234375,3.55,0.0,3.775,0.0,0.4500000000000002,0.0,0.11920529801324509,0.0
1186,7422,1072,849-1267,548.007788298971,212.73089761737327,0.9986397669359189,806.9051848985683,271.14238705842394,1619.2289179277275,98501.46875,3.55,3.775,0.4500000000000002,0.11920529801324509,94757.4296875,3744.0390625,3.55,0.0,3.775,0.0,0.4500000000000002,0.0,0.11920529801324509,0.0
1187,2743,711,428-848,582.0076414313121,227.53117201007345,0.9959419253177866,998.0334771714482,415.5680833899456,1700.171654466816,60122.34375,3.55,3.575,0.8500000000000001,0.2377622377622378,56827.08984375,3295.25390625,3.55,0.0,3.575,0.0,0.8500000000000001,0.0,0.2377622377622378,0.0
1188,8517,1939,1679-2092,859.6475762380181,248.79567936839229,0.9989315787367143,1512.050688448771,427.0049252717391,2608.091949687578,181971.8125,3.55,3.775,0.4500000000000002,0.11920529801324509,180515.15625,1456.65625,3.55,0.0,3.775,0.0,0.4500000000000002,0.0,0.11920529801324509,0.0
1189,5640,991,849-1267,998.7739196800906,335.5330251088018,0.993987000597934,1537.7850538774476,458.56826384171194,2983.3499600032674,81422.0,4.0,3.575,0.8500000000000001,0.2377622377622378,86390.75,4968.75,3.55,0.4500000000000002,3.775,0.19999999999999973,0.4500000000000002,0.3999999999999999,0.11920529801324509,0.1185569397489927
1190,8155,2160,2093-2500,710.0062396292819,228.56183725161344,0.999359042602129,424.73086942919025,175.72603175951087,1904.9134243912488,198087.640625,3.55,3.775,0.4500000000000002,0.11920529801324509,199687.65625,1600.015625,3.55,0.0,3.775,0.0,0.4500000000000002,0.0,0.11920529801324509,0.0
1191,7604,117,101-159,112.37583530258844,58.13616271289328,0.9912004418005476,79.51025401698517,39.81340358568274,239.82744000730534,6901.17919921875,4.0,3.825,1.35,0.35294117647058826,7092.2939453125,191.11474609375,3.55,0.4500000000000002,3.825,0.0,1.35,0.0,0.35294117647058826,0.0
1192,5382,870,849-1267,411.2640375289421,182.6446133144213,0.998764810209618,684.5132069246375,292.7219079059103,1150.1219849563424,75051.5078125,3.55,3.775,0.4500000000000002,0.11920529801324509,73685.578125,1365.9296875,3.55,0.0,3.775,0.0,0.4500000000000002,0.0,0.11920529801324509,0.0
